,id,year,make,model,trim1,trim2,make_model
3696,90319209393b,2012.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
3714,9107a022325f,2013.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
3717,91215fed5184,2014.0,Toyota,Sienna,Sienna,XLE 7-Passenger Auto Access Seat,Toyota_Sienna
3731,9196e613e5a0,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
3742,91e9ccb490e2,2015.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
3767,92ff1f015411,2012.0,Toyota,Tacoma,Tacoma,PreRunner V6,Toyota_Tacoma
3778,9355c9b0c928,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
3785,9390024843cd,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
3786,93a5fe0300c9,2015.0,Toyota,Camry,Camry,XSE,Toyota_Camry
3802,94981a2640c2,2014.0,Toyota,Tacoma,Tacoma,V6,Toyota_Tacoma
3812,94cef49fea0c,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
3817,94f0a30eea08,2015.0,Toyota,Camry,Camry,SE,Toyota_Camry
3818,94f5c5baaba1,2013.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
3828,95408181151a,2016.0,Toyota,Camry,Camry,LE,Toyota_Camry
3831,957c3e129e45,2012.0,Toyota,Prius,Prius,Two,Toyota_Prius
3836,95f45a2fd8c8,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
3839,96188c659e3f,2014.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
3854,96df2e2d636c,2015.0,Toyota,Yaris,Yaris,5-Door L,Toyota_Yaris
3856,96f77f4a8e99,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
3862,972a407c8d9a,2015.0,Toyota,Venza,Venza,XLE,Toyota_Venza
3864,974d9c6bf1d1,2014.0,Toyota,Yaris,Yaris,3-Door LE,Toyota_Yaris
3879,97e0b4f8565d,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
3890,98590f932b74,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
3904,98ca64cb52fc,2013.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
3908,98dd14a6937e,2012.0,Toyota,Prius,Prius,Two,Toyota_Prius
3909,98ddf6db719c,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
3916,98f3a4088003,2014.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
3917,98f7b90d2e30,2016.0,Toyota,Camry,Camry,LE,Toyota_Camry
3923,994ad8323fed,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
3927,9971e2e75e61,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
3936,99c68b1dd2a7,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
3952,9a8e88a9ae14,2015.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
3968,9b54d5768db5,2013.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
3982,9b9e4fd3efff,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
3991,9bcc1fb0a25f,2013.0,Toyota,Highlander,Highlander,Base,Toyota_Highlander
3995,9bf0fc45c5b4,2013.0,Toyota,Venza,Venza,LE,Toyota_Venza
3996,9c08ad02036a,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
3997,9c2aa2a2482d,2014.0,Toyota,Prius v,Prius v,Two,Toyota_Prius v
4011,9cb19d14cdb6,2014.0,Toyota,Camry,Camry,SE V6,Toyota_Camry
4020,9d011ab1bdf0,2014.0,Toyota,Prius,Prius,Four,Toyota_Prius
4023,9d071f158e13,2012.0,Toyota,4Runner,4Runner,SR5 W/ Towing Pkg,Toyota_4Runner
4031,9d721c630540,2015.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
4040,9de472a87a27,2012.0,Toyota,Prius v,Prius v,Two,Toyota_Prius v
4063,9e97315f72b2,2014.0,Toyota,Camry,Camry,SE Sport,Toyota_Camry
4064,9ea7ee9e3733,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
4067,9ee460ecce13,2014.0,Toyota,Venza,Venza,LE,Toyota_Venza
4072,9f21f399b0d9,2012.0,Toyota,Camry,Camry,SE V6,Toyota_Camry
4085,9fcdb8601c6a,2013.0,Toyota,Avalon Hybrid,Avalon Hybrid,Limited,Toyota_Avalon Hybrid
4092,a066b55ad338,2016.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
4098,a0822fd77d05,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
4107,a0a4ada3018b,2015.0,Toyota,Prius,Prius,One,Toyota_Prius
4124,a104c3f7f025,2016.0,Toyota,Camry,Camry,SE,Toyota_Camry
4137,a1b7e9feaf90,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
4143,a22f4b977a3b,2014.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
4158,a2b646ab0989,2014.0,Toyota,Camry,Camry,XLE,Toyota_Camry
4163,a2efb9fe989d,2015.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
4183,a3d35f5459f0,2012.0,Toyota,Prius,Prius,Three,Toyota_Prius
4202,a482ea271a5c,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
4213,a50ffeca87f3,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
4215,a52a274d546f,2015.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
4220,a55f3ed699e4,2013.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
4224,a57669d3f043,2013.0,Toyota,RAV4,RAV4,Limited,Toyota_RAV4
4254,a66054768de9,2016.0,Toyota,Camry,Camry,SE,Toyota_Camry
4277,a71c2b05faf9,2013.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
4309,a872c6d97af2,2013.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
4318,a8a8cef438b5,2014.0,Toyota,Camry,Camry,XLE,Toyota_Camry
4321,a8e5b6994064,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
4334,a93fe16fe9d3,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
4344,a9891bfff9c4,2014.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
4366,aa6ffa6774ef,2014.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
4371,aa9785f87482,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
4374,aaa4a5c3b7f8,2014.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
4397,ab7e04545e6b,2014.0,Toyota,Yaris,Yaris,3-Door L,Toyota_Yaris
4400,abb15fffc40d,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
4427,ac6e9812857d,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
4429,ac724df8216a,2013.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
4434,ac7e182b712d,2015.0,Toyota,Corolla,Corolla,LE Eco,Toyota_Corolla
4451,ad201acf07f5,2012.0,Toyota,Prius,Prius,Two,Toyota_Prius
4453,ad294b8d5363,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
4456,ad31b1d84489,2012.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
4458,ad3d55fc7abf,2015.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
4459,ad55cd63e65f,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
4465,ad72099bdb9e,2013.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
4471,ad9bd8b30cc3,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
4472,ada56710fb7b,2014.0,Toyota,Corolla,Corolla,LE Eco,Toyota_Corolla
4492,ae0f95f516a1,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
4495,ae2dad7125d4,2014.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
4541,afd94cfe0012,2013.0,Toyota,Prius v,Prius v,Two,Toyota_Prius v
4549,b0187cd3f40f,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
4553,b03a371df2a3,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
4562,b09c211a7374,2013.0,Toyota,Prius,Prius,Four,Toyota_Prius
4563,b0b856cdcc14,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
4573,b11c627b30ad,2011.0,Toyota,RAV4,RAV4,,Toyota_RAV4
4581,b17fc662cf01,2013.0,Toyota,Highlander,Highlander,Base,Toyota_Highlander
4608,b26a52db735b,2014.0,Toyota,Corolla,Corolla,LE Plus,Toyota_Corolla
4612,b28165ef63cd,2014.0,Toyota,Tacoma,Tacoma,V6 W/ Towing Pkg,Toyota_Tacoma
4616,b29e3d1ac84b,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
4625,b2cc4ad8efa7,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
4657,b400d6c6b4e3,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
4702,b5d2a7e4a699,2013.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
4707,b5fb48c2f980,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
4715,b64344c7cb46,2013.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
4735,b73d9ad96fc5,2010.0,Toyota,Tundra,Tundra,Grade,Toyota_Tundra
4745,b7d156ff091f,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
4755,b82d6c403401,2013.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
4761,b86ef653a36a,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
4785,b99a0b61934c,2015.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
4786,b9ba86d9c961,2013.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
4790,b9e57aa90305,2014.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
4800,ba31f5929f21,2013.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
4807,ba79e4c4769e,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
4839,bb896d8c44b3,2012.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
4848,bbcfb0d9abe1,2014.0,Toyota,Camry,Camry,L,Toyota_Camry
4866,bcc1edbd98a3,2015.0,Toyota,Yaris,Yaris,5-Door L,Toyota_Yaris
4879,bd5326689e37,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
4882,bd79500f11bc,2013.0,Toyota,Prius,Prius,Persona Series SE,Toyota_Prius
4892,bda86418f734,2014.0,Toyota,Prius,Prius,Four,Toyota_Prius
4932,bf154d99d633,2012.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base,Toyota_Prius Plug-in Hybrid
4936,bf33a64ad524,2012.0,Toyota,Prius c,Prius c,Three,Toyota_Prius c
4940,bf5c32c4b368,2012.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
4957,bfd4509813b8,2015.0,Toyota,Corolla,Corolla,LE Plus,Toyota_Corolla
4962,bffde218ed7e,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
4966,c014b1959397,2014.0,Toyota,Yaris,,,Toyota_Yaris
4971,c06b67559e54,2014.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
4978,c0dcad7c513f,2015.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
4983,c11697d4e944,2013.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
4985,c142a4551ee3,2015.0,Toyota,Sienna,Sienna,L 7-Passenger,Toyota_Sienna
4993,c174b34dbdd7,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
5000,c1c837217cbc,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
5013,c25fbef88115,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
5027,c2dee5f61d9a,2014.0,Toyota,Corolla,Corolla,LE Plus,Toyota_Corolla
5028,c2ea77719a08,2013.0,Toyota,Highlander,Highlander,Limited,Toyota_Highlander
5056,c3a3cf8591d4,2012.0,Toyota,Tacoma,Tacoma,PreRunner V6,Toyota_Tacoma
5062,c3ca47cd5778,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
5069,c40d9de214e8,2016.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
5070,c410b269e434,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
5116,c5f4ae5e1907,2013.0,Toyota,RAV4,RAV4,Limited,Toyota_RAV4
5118,c5f6eaa3196c,2013.0,Toyota,Camry,Camry,XLE V6,Toyota_Camry
5134,c6a34e0698a5,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5158,c74a7b1fe7d9,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5164,c7a710fdd8aa,2014.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
5168,c7b0540f449c,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5172,c7eac6565eea,2013.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
5174,c802ddb4a517,2014.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
5175,c80678a7cd33,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
5181,c8308531a246,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5188,c86291878926,2013.0,Toyota,Prius,Prius,Four,Toyota_Prius
5223,c995480d903b,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5232,ca06ff2fc0e6,2013.0,Toyota,Camry,Camry,LE,Toyota_Camry
5235,ca27f0790960,2013.0,Toyota,Prius v,Prius v,Five Technology Pkg,Toyota_Prius v
5286,ccb8ea3106c6,2014.0,Toyota,Prius,Prius,One,Toyota_Prius
5288,ccc61448017f,2013.0,Toyota,Sienna,Sienna,L 7-Passenger,Toyota_Sienna
5311,cda5e252abb8,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
5314,cdbb0d6c654b,2012.0,Toyota,Sienna,Sienna,Base 7-Passenger,Toyota_Sienna
5315,cdbf2e18ac3b,2013.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
5320,cde89311e9f8,2014.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
5335,ce8333a84acd,2015.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
5354,cf36d468988e,2012.0,Toyota,RAV4,RAV4,Limited,Toyota_RAV4
5356,cf46796613db,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
5382,d0359e13a39f,2013.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
5398,d09d3943e333,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5399,d0a26d12628b,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
5422,d1e632e3e024,2013.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
5427,d2228dfb4c35,2013.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
5435,d2659acabd99,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
5440,d29123323f36,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5444,d2b9a9d00406,2014.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
5466,d3b1613119fc,2012.0,Toyota,Prius,Prius,Two,Toyota_Prius
5471,d3c763d48594,2013.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
5474,d3d68b6ca87a,2013.0,Toyota,Prius,Prius,Persona Series,Toyota_Prius
5482,d40fcc040bd3,2013.0,Toyota,Prius c,Prius c,Three,Toyota_Prius c
5483,d41217d0c4b2,2016.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
5484,d41a3a5737e6,2013.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5486,d42e04793bf6,2013.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5498,d4b5e93e3c05,2013.0,Toyota,Prius,Prius,Five,Toyota_Prius
5499,d4c6accc08d4,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
5513,d52b975f99cc,2014.0,Toyota,Prius,Prius,Two,Toyota_Prius
5517,d546830c3144,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5524,d57210469c21,2016.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5539,d6042ff1c51a,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
5542,d6405308caa6,2012.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
5549,d695e04ef636,2014.0,Toyota,Camry,Camry,L,Toyota_Camry
5550,d69a3fedf160,2013.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5552,d6a6f7ede147,2014.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
5564,d73162ed2531,2016.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
5572,d7a88c114485,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
5581,d7c95366b670,2011.0,Toyota,Prius,Prius,IV,Toyota_Prius
5611,d93d7735cac0,2013.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
5621,d9a6bd17754a,2015.0,Toyota,Yaris,Yaris,5-Door L,Toyota_Yaris
5648,da8387527b5a,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
5653,dae83e667803,2015.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5654,db064e04a7ae,2013.0,Toyota,Camry,Camry,LE,Toyota_Camry
5667,dba942dd6043,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5677,dbf9c7b2c3ae,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5678,dbfcedef4015,2012.0,Toyota,Camry,Camry,LE,Toyota_Camry
5684,dc284f001b1e,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5685,dc53ba6d89dd,2015.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
5688,dc6edf33a6ce,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5690,dc79b31dbc51,2012.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
5701,dcab68857fdc,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
5704,dcb8fd37e361,2015.0,Toyota,Camry,Camry,XLE V6,Toyota_Camry
5710,dce1875dc7f1,2013.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
5711,dce27ccd3024,2015.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
5713,dcf284d29a92,2016.0,Toyota,Camry,Camry,SE,Toyota_Camry
5721,dd32b283f3a4,2012.0,Toyota,Prius c,Prius c,Three,Toyota_Prius c
5771,def000f1aca5,2016.0,Toyota,Corolla,Corolla,LE Plus,Toyota_Corolla
5787,dfb8eb328d01,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
5788,dfc1dc5a1443,2013.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
5793,e016a6e13052,2012.0,Toyota,Camry,Camry,SE V6,Toyota_Camry
5800,e0477556049f,2013.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
5808,e0d0889d7738,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5810,e0e2eb51a702,2013.0,Toyota,Avalon,Avalon,Limited,Toyota_Avalon
5814,e11663683c1f,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5817,e130f163b989,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5822,e168140f2d38,2014.0,Toyota,Camry,Camry,XLE,Toyota_Camry
5828,e1e2c65a5c82,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
5840,e26108583f27,2014.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
5845,e29466a7ba28,2012.0,Toyota,Camry Hybrid,Camry Hybrid,XLE,Toyota_Camry Hybrid
5866,e377f4dee681,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
5869,e3928f6c510d,2016.0,Toyota,Camry,Camry,LE,Toyota_Camry
5873,e3c7d46ad0ce,2014.0,Toyota,Sienna,Sienna,L 7-Passenger,Toyota_Sienna
5881,e42c32ba220f,2013.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base,Toyota_Prius Plug-in Hybrid
5897,e4e042acb4fd,2013.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
5899,e4fc9edc5c7b,2010.0,Toyota,Tacoma,Tacoma,Base,Toyota_Tacoma
5906,e545658f2b8f,2011.0,Toyota,RAV4,RAV4,Sport,Toyota_RAV4
5920,e5f24db0b83e,2013.0,Toyota,RAV4,RAV4,Limited,Toyota_RAV4
5922,e60fdfc3a229,2013.0,Toyota,Corolla,Corolla,S,Toyota_Corolla
5925,e6313890f716,2012.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
5934,e697278b6d87,2014.0,Toyota,Corolla,Corolla,LE Premium,Toyota_Corolla
5940,e6ec23ac73dd,2014.0,Toyota,Tundra,Tundra,SR5 W/ Towing Pkg,Toyota_Tundra
5944,e7256dd71b36,2013.0,Toyota,Prius v,Prius v,Three,Toyota_Prius v
5972,e817c59778dc,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
5973,e8187577b2ab,2015.0,Toyota,4Runner,4Runner,SR5 W/ Towing Pkg,Toyota_4Runner
5979,e87a9b4f3938,2012.0,Toyota,RAV4,RAV4,Limited,Toyota_RAV4
5981,e89159eb1a93,2013.0,Toyota,Corolla,Corolla,L,Toyota_Corolla
5986,e8cbc47549e1,2014.0,Toyota,Camry,Camry,LE,Toyota_Camry
5994,e901589c0c84,2014.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
6007,e9a3a1c74d20,2013.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
6038,eb363de5a0cc,2014.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base,Toyota_Prius Plug-in Hybrid
6050,eb8ff610eb81,2014.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
6057,ebc8b7b2766a,2013.0,Toyota,Highlander,Highlander,Plus,Toyota_Highlander
6064,ec035ae2437c,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
6067,ec2be74b2afd,2012.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
6076,ecd97d2a4048,2014.0,Toyota,Corolla,Corolla,S Plus,Toyota_Corolla
6107,eda031017a35,2014.0,Toyota,4Runner,4Runner,SR5,Toyota_4Runner
6110,edac5605d41d,2013.0,Toyota,Prius,Prius,Four,Toyota_Prius
6111,edb913a8b76b,2015.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
6112,edbe7429fe22,2015.0,Toyota,Yaris,Yaris,5-Door LE,Toyota_Yaris
6115,edd04c0698e1,2013.0,Toyota,Prius c,Prius c,Two,Toyota_Prius c
6123,ee2519bad068,2014.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
6124,ee2560938e52,2013.0,Toyota,Avalon,Avalon,XLE Touring,Toyota_Avalon
6128,ee4a79d0b587,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
6129,ee5efd168434,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
6144,eef4dd4f3d06,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
6164,efcf8d95f5d4,2015.0,Toyota,Avalon,Avalon,XLE,Toyota_Avalon
6177,f045e98caeea,2013.0,Toyota,Camry Hybrid,Camry Hybrid,LE,Toyota_Camry Hybrid
6218,f20c12043205,2014.0,Toyota,Camry,Camry,XLE,Toyota_Camry
6220,f21b826e9cfd,2016.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
6221,f2206307856f,2012.0,Toyota,Prius,Prius,Two,Toyota_Prius
6222,f23c882e9918,2014.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
6226,f254e1ca283f,2015.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
6238,f30f388a56ed,2015.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
6246,f348289ddfc4,2013.0,Toyota,Prius c,Prius c,One,Toyota_Prius c
6268,f4273053d321,2014.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
6302,f591ec61b5eb,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger,Toyota_Sienna
6311,f6064a9b272f,2013.0,Toyota,RAV4,RAV4,XLE,Toyota_RAV4
6314,f62a3550433b,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
6315,f6369d4ec7da,2014.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base,Toyota_Prius Plug-in Hybrid
6318,f660405a941b,2014.0,Toyota,Prius c,Prius c,Three,Toyota_Prius c
6330,f6e858399d71,2013.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
6331,f6eb9b3fa134,2012.0,Toyota,Camry,Camry,LE,Toyota_Camry
6349,f78969acbded,2014.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
6352,f79f3bd9ea34,2012.0,Toyota,Camry,Camry,SE,Toyota_Camry
6371,f814733ba5d2,2014.0,Toyota,Prius,Prius,Three w/ Solar Roof Pkg,Toyota_Prius
6390,f8eb9e437190,2014.0,Toyota,Yaris,Yaris,5-Door L,Toyota_Yaris
6394,f8fb1ef3f6a7,2014.0,Toyota,Camry,Camry,SE,Toyota_Camry
6403,f93f244d938a,2014.0,Toyota,RAV4,RAV4,LE,Toyota_RAV4
6414,f9aa14f7d2d4,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
6432,fa3d0e9674fa,2015.0,Toyota,Prius,Prius,Two,Toyota_Prius
6434,fa5ecd701c96,2013.0,Toyota,Corolla,Corolla,LE,Toyota_Corolla
6485,fc3895f7aeb0,2013.0,Toyota,Prius,Prius,Three,Toyota_Prius
6495,fc80e292f90d,2015.0,Toyota,Camry,Camry,SE,Toyota_Camry
6502,fcbc69b24375,2014.0,Toyota,Prius v,Prius v,Three,Toyota_Prius v
6530,fdd2921dad10,2013.0,Toyota,Camry,Camry,SE,Toyota_Camry
6531,fdfbdedf1eba,2013.0,Toyota,Prius,Prius,Two,Toyota_Prius
6533,fe037035cec3,2013.0,Toyota,Camry,Camry,L,Toyota_Camry
6565,ff54ad0d5b17,2013.0,Toyota,Prius v,Prius v,Five,Toyota_Prius v
6569,fff013bbf988,2014.0,Toyota,Tundra,Tundra,Platinum W/ Towing Pkg,Toyota_Tundra
37,019bbd45b0ac,2013.0,Volkswagen,Jetta,Jetta,SE PZEV,Volkswagen_Jetta
48,0209e280ff6b,2014.0,Volkswagen,Passat,Passat,Wolfsburg Edition PZEV,Volkswagen_Passat
150,060b58878e74,2013.0,Volkswagen,Jetta,Jetta,Base,Volkswagen_Jetta
183,072bfd926afb,2015.0,Volkswagen,Passat,Passat,Wolfsburg Edition,Volkswagen_Passat
209,088b223b4f6a,2014.0,Volkswagen,Jetta,Jetta,S,Volkswagen_Jetta
215,08d23e22218b,2015.0,Volkswagen,Jetta,Jetta,SE PZEV,Volkswagen_Jetta
225,092ff8f0afb8,2014.0,Volkswagen,Jetta,Jetta,SE PZEV,Volkswagen_Jetta
231,09667673f1f2,2016.0,Volkswagen,Passat,Passat,1.8T S PZEV,Volkswagen_Passat
294,0c9a9ab8fbd2,2013.0,Volkswagen,Passat,Passat,SE PZEV,Volkswagen_Passat
317,0d83878a36d6,2014.0,Volkswagen,Jetta,Jetta,GLI Autobahn,Volkswagen_Jetta
326,0dd7f86798d6,2015.0,Volkswagen,Jetta,Jetta,SE PZEV,Volkswagen_Jetta
341,0e5089c663d2,2014.0,Volkswagen,Tiguan,Tiguan,SEL 4Motion,Volkswagen_Tiguan
